last_name,first_name,birthday,gender,type,state,party,url,address,phone,contact_form,rss_url,twitter,facebook,facebook_id,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
Ramsey,Robert,1780-02-15,M,rep,PA,Whig,,,,,,,,,,,R000028,,,,,409010,,,,7705,Robert Ramsey (congressman)
Randall,Alexander,1803-01-03,M,rep,MD,Whig,,,,,,,,,,,R000034,,,,,409015,,,,7710,Alexander Randall (Maryland)
Randall,Benjamin,1789-11-14,M,rep,ME,Whig,,,,,,,,,,,R000035,,,,,409016,,,,7711,Benjamin Randall (Maine)
Randolph,Joseph,1803-03-14,M,rep,NJ,Whig,,,,,,,,,,,R000048,,,,,409029,,,,7724,Joseph Fitz Randolph
Rencher,Abraham,1798-08-12,M,rep,NC,Whig,,,,,,,,,,,R000162,,,,,409139,,,,7822,
Reynolds,John,1788-02-26,M,rep,IL,Democrat,,,,,,,,,,,R000174,,,,,409150,,,,7832,John Reynolds (U.S. politician)
Ridgway,Joseph,1783-05-06,M,rep,OH,Whig,,,,,,,,,,,R000247,,,,,409223,,,,7899,Joseph Ridgway
Riggs,Lewis,1789-01-16,M,rep,NY,Democrat,,,,,,,,,,,R000255,,,,,409231,,,,7905,Lewis Riggs
Rives,William,1793-05-04,M,sen,VA,Whig,,,,,,,,,,,R000285,,,,,409258,,,,7929,
Rogers,James,1795-10-24,M,rep,SC,Democrat,,,,,,,,,,,R000396,,,,,409363,,,,8027,James Rogers (congressman)
Roosevelt,James,1795-12-14,M,rep,NY,Democrat,,,,,,,,,,,R000427,,,,,409392,,,,8052,James I. Roosevelt
Russell,James,1786-11-10,M,rep,PA,Whig,,,,,,,,,,,R000527,,,,,409485,,,,8129,James McPherson Russell
Russell,William,,M,rep,OH,Whig,,,,,,,,,,,R000540,,,,,409497,,,,8142,
Saltonstall,Leverett,1783-06-13,,rep,MA,Whig,,,,,,,,,,,S000020,,,,,409539,,,,8184,Leverett Saltonstall I
Sanford,John,1803-06-03,M,rep,NY,Democrat,,,,,,,,,,,S000048,,,,,409563,,,,8207,John Sanford (1803)
Sergeant,John,1779-12-05,M,rep,PA,Whig,,,,,,,,,,,S000246,,,,,409749,,,,8365,
Sewall,Charles,,M,rep,MD,Democrat,,,,,,,,,,,S000258,,,,,409759,,,,8375,Charles S. Sewall
Shaw,Tristram,1786-05-23,,rep,NH,Democrat,,,,,,,,,,,S000311,,,,,409809,,,,8422,Tristram Shaw
Shields,Benjamin,,M,rep,AL,Democrat,,,,,,,,,,,S000359,,,,,409855,,,,8467,Benjamin Glover Shields
Simonton,William,1788-02-12,M,rep,PA,Whig,,,,,,,,,,,S000427,,,,,409921,,,,8525,William Simonton
Slade,William,1786-05-09,M,rep,VT,Whig,,,,,,,,,,,S000475,,,,,409964,,,,8566,William Slade
Snyder,John,1793-01-29,M,rep,PA,Democrat,,,,,,,,,,,S000667,,,,,410140,,,,8734,John Snyder (Pennsylvania)
Sprigg,James,,M,rep,KY,Whig,,,,,,,,,,,S000750,,,,,410218,,,,8808,James Sprigg
Stokely,Samuel,1796-01-25,M,rep,OH,Whig,,,,,,,,,,,S000945,,,,,410404,,,,8968,Samuel Stokely
Stratton,Charles,1796-03-06,M,rep,NJ,Whig,,,,,,,,,,,S000993,,,,,410451,,,,9013,Charles C. Stratton
Stuart,Alexander,1807-04-02,M,rep,VA,Whig,,,,,,,,,,,S001030,,,,,410486,,,,9049,Alexander Hugh Holmes Stuart
Sumter,Thomas,1809-11-14,M,rep,SC,Democrat,,,,,,,,,,,S001074,,,,,410528,,,,9089,Thomas De Lage Sumter
Sweeny,George,1796-02-22,M,rep,OH,Democrat,,,,,,,,,,,S001105,,,,,410557,,,,9115,George Sweeny
Taliaferro,John,,M,rep,VA,Whig,,,,,,,,,,,T000027,,,,,410616,,,,9167,John Taliaferro
Tillinghast,Joseph,,M,rep,RI,Whig,,,,,,,,,,,T000272,,,,,410845,,,,9384,Joseph L. Tillinghast
Toland,George,1796-02-08,M,rep,PA,Whig,,,,,,,,,,,T000296,,,,,410869,,,,9407,George Washington Toland
Tomlinson,Thomas,,M,rep,NY,Whig,,,,,,,,,,,T000301,,,,,410874,,,,9412,Thomas A. Tomlinson
Triplett,Philip,1799-12-24,M,rep,KY,Whig,,,,,,,,,,,T000378,,,,,410947,,,,9478,Philip Triplett
Trotti,Samuel,1810-07-18,M,rep,SC,Democrat,,,,,,,,,,,T000381,,,,,410950,,,,9481,Samuel W. Trotti
Trumbull,Joseph,1782-12-07,M,rep,CT,Whig,,,,,,,,,,,T000391,,,,,410960,,,,9491,
Van Buren,John,1799-05-13,M,rep,NY,Democrat,,,,,,,,,,,V000015,,,,,411073,,,,9594,John Van Buren (U.S. Representative)
Van Rensselaer,Henry,1810-05-14,M,rep,NY,Whig,,,,,,,,,,,V000052,,,,,411094,,,,9628,Henry Bell Van Rensselaer
Walker,Robert,1801-07-19,M,sen,MS,Democrat,,,,,,,,,,,W000067,,,,,411246,,,,9753,Robert J. Walker
Wallace,David,1799-04-24,M,rep,IN,Whig,,,,,,,,,,,W000076,,,,,411255,,,,9762,
Ward,Aaron,1790-07-05,M,rep,NY,Democrat,,,,,,,,,,,W000125,,,,,411300,,,,9806,Aaron Ward (representative)
Warren,Lott,1797-10-30,,rep,GA,Whig,,,,,,,,,,,W000167,,,,,411340,,,,9845,Lott Warren
Washington,William,1813-02-07,M,rep,NC,Whig,,,,,,,,,,,W000182,,,,,411355,,,,9858,William Henry Washington
Watterson,Harvey,1811-11-23,,rep,TN,Democrat,,,,,,,,,,,W000208,,,,,411378,,,,9879,Harvey Magee Watterson
Westbrook,John,1789-01-09,M,rep,PA,Democrat,,,,,,,,,,,W000306,,,,,411470,,,,9964,John Westbrook (Pennsylvania)
White,Edward,,M,rep,LA,Whig,,,,,,,,,,,W000365,,,,,411527,,,,10018,"Edward Douglass White, Sr."
White,Joseph,,M,rep,IN,Whig,,,,,,,,,,,W000382,,,,,412117,,,,10035,Joseph L. White
Williams,James,1792-10-08,M,rep,MD,Democrat,,,,,,,,,,,W000509,,,,,411666,,,,10154,James Wray Williams
Williams,Joseph,1810-10-23,M,rep,TN,Whig,,,,,,,,,,,W000524,,,,,411681,,,,10168,Joseph Lanier Williams
Williams,Lewis,1782-02-01,M,rep,NC,Whig,,,,,,,,,,,W000527,,,,,411684,,,,10170,Lewis Williams
Williams,Thomas,1789-09-28,M,rep,CT,Whig,,,,,,,,,,,W000543,,,,,411699,,,,10185,Thomas Wheeler Williams
Woodbridge,William,1780-08-20,M,sen,MI,Whig,,,,,,,,,,,W000709,,,,,411861,,,,10339,William Woodbridge
Woodbury,Levi,1789-12-22,,sen,NH,Democrat,,,,,,,,,,,W000711,,,,,411863,,,,10341,Levi Woodbury
Yorke,Thomas,1801-03-25,M,rep,NJ,Whig,,,,,,,,,,,Y000023,,,,,411957,,,,10430,
Young,Augustus,1784-03-20,M,rep,VT,Whig,,,,,,,,,,,Y000029,,,,,411963,,,,10435,Augustus Young (representative)
Young,John,1802-06-12,M,rep,NY,Whig,,,,,,,,,,,Y000042,,,,,411974,,,,10445,John Young (governor)
Crafts,Samuel,1768-10-06,M,sen,VT,Whig,,,,,,,,,,,C000851,,,,,402967,,,,2128,Samuel C. Crafts
McDuffie,George,1790-08-10,M,sen,SC,Democrat,,,,,,,,,,,M000426,,,,,407426,,,,6232,
Sprague,William,1799-11-03,M,sen,RI,Whig,,,,,,,,,,,S000746,,,,,410214,,,,8805,"William Sprague (Rhode Island, 1799–1856)"
Wilcox,Leonard,1799-01-29,M,sen,NH,Democrat,,,,,,,,,,,W000458,,,,,411615,,,,10103,Leonard Wilcox
Allen,William,1803-12-27,M,sen,OH,Democrat,,,,,,,,,,,A000150,,,,,400804,,,,130,William Allen (governor)
Arrington,Archibald,1809-11-13,M,rep,NC,Democrat,,,,,,,,,,,A000302,,,,,400944,,,,254,Archibald Hunter Arrington
Ashe,John,,M,rep,TN,Whig,,,,,,,,,,,A000308,,,,,400952,,,,260,
Bagby,Arthur,,M,sen,AL,Democrat,,,,,,,,,,,B000030,,,,,401035,,,,334,Arthur P. Bagby
Baker,Osmyn,1800-05-18,,rep,MA,Whig,,,,,,,,,,,B000071,,,,,401075,,,,370,Osmyn Baker
Barnard,Daniel,1797-07-16,M,rep,NY,Whig,,,,,,,,,,,B000152,,,,,401154,,,,443,Daniel D. Barnard
Beardsley,Samuel,1790-02-06,M,rep,NY,Democrat,,,,,,,,,,,B000281,,,,,401275,,,,553,Samuel Beardsley
Belser,James,1805-12-22,M,rep,AL,Democrat,,,,,,,,,,,B000354,,,,,401346,,,,619,James Edwin Belser
Bidlack,Benjamin,1804-09-08,M,rep,PA,Democrat,,,,,,,,,,,B000445,,,,,401430,,,,696,Benjamin Alden Bidlack
Black,Edward,1806-10-30,M,rep,GA,Democrat,,,,,,,,,,,B000494,,,,,401474,,,,738,Edward Junius Black
Blackwell,Julius,,,rep,TN,Democrat,,,,,,,,,,,B000516,,,,,412134,,,,759,Julius W. Blackwell
Bossier,Pierre,1797-03-22,,rep,LA,Democrat,,,,,,,,,,,B000651,,,,,401615,,,,871,
Bower,Gustavus,1790-12-12,,rep,MO,Democrat,,,,,,,,,,,B000687,,,,,401649,,,,901,Gustavus Miller Bower
Breese,Sidney,1800-07-15,,sen,IL,Democrat,,,,,,,,,,,B000793,,,,,401750,,,,999,
Brengle,Francis,1807-11-26,,rep,MD,Whig,,,,,,,,,,,B000797,,,,,401754,,,,1003,Francis Brengle
Brinkerhoff,Henry,1787-09-23,M,rep,OH,Democrat,,,,,,,,,,,B000837,,,,,401794,,,,1040,Henry R. Brinkerhoff
Brown,Aaron,1795-08-15,M,rep,TN,Democrat,,,,,,,,,,,B000899,,,,,401856,,,,1094,Aaron V. Brown
Brown,Jeremiah,1785-04-14,M,rep,PA,Whig,,,,,,,,,,,B000925,,,,,401880,,,,1115,Jeremiah Brown (politician)
Burke,Edmund,1809-01-23,M,rep,NH,Democrat,,,,,,,,,,,B001088,,,,,402034,,,,1262,Edmund Burke (congressman)
Burnell,Barker,1798-01-30,,rep,MA,Whig,,,,,,,,,,,B001114,,,,,402059,,,,1284,Barker Burnell
Campbell,John,,M,rep,SC,Democrat,,,,,,,,,,,C000090,,,,,412024,,,,1456,John Campbell (1795–1845)
Carpenter,Levi,1802-08-21,,rep,NY,Democrat,,,,,,,,,,,C000169,,,,,402317,,,,1522,Levi D. Carpenter
Cary,Jeremiah,1803-04-30,M,rep,NY,Democrat,,,,,,,,,,,C000215,,,,,402361,,,,1564,Jeremiah E. Cary
Cary,Shepard,1805-07-03,,rep,ME,Democrat,,,,,,,,,,,C000217,,,,,402363,,,,1566,Shepard Cary
Catlin,George,1808-08-24,M,rep,CT,Democrat,,,,,,,,,,,C000251,,,,,402395,,,,1599,George S. Catlin
Causin,John,,M,rep,MD,Whig,,,,,,,,,,,C000258,,,,,402402,,,,1606,John Causin
Chappell,Absalom,1801-12-18,,rep,GA,Whig,,,,,,,,,,,C000319,,,,,402461,,,,1661,Absalom Harris Chappell
Chilton,Samuel,1804-09-07,M,rep,VA,Whig,,,,,,,,,,,C000358,,,,,402497,,,,1695,Samuel Chilton
Clinch,Duncan,1787-04-06,,rep,GA,Whig,,,,,,,,,,,C000520,,,,,402655,,,,1843,Duncan Lamont Clinch
Clinton,James,1804-01-02,M,rep,NY,Democrat,,,,,,,,,,,C000528,,,,,402662,,,,1850,James G. Clinton
Coles,Walter,1790-12-08,M,rep,VA,Democrat,,,,,,,,,,,C000625,,,,,402754,,,,1937,
Colquitt,Walter,1799-12-27,M,sen,GA,Democrat,,,,,,,,,,,C000648,,,,,402776,,,,1954,Walter T. Colquitt
Cooper,Mark,1800-04-20,M,rep,GA,Democrat,,,,,,,,,,,C000759,,,,,402879,,,,2053,Mark Anthony Cooper
Cross,Edward,1798-11-11,M,rep,AR,Democrat,,,,,,,,,,,C000930,,,,,403042,,,,2197,Edward Cross (politician)
Dana,Amasa,1792-10-19,,rep,NY,Democrat,,,,,,,,,,,D000020,,,,,403161,,,,2312,Amasa Dana
Davis,Richard,,M,rep,NY,Democrat,,,,,,,,,,,D000128,,,,,403263,,,,2405,Richard D. Davis
Dean,Ezra,1795-04-09,,rep,OH,Democrat,,,,,,,,,,,D000171,,,,,403333,,,,2444,Ezra Dean
Dellet,James,1788-02-18,M,rep,AL,Whig,,,,,,,,,,,D000221,,,,,403363,,,,2485,James Dellet
Dickinson,David,1808-06-10,M,rep,TN,Whig,,,,,,,,,,,D000318,,,,,403438,,,,2570,David W. Dickinson
Duncan,Alexander,,M,rep,OH,Democrat,,,,,,,,,,,D000528,,,,,403637,,,,2756,Alexander Duncan (politician)
Ellis,Chesselden,,,rep,NY,Democrat,,,,,,,,,,,E000131,,,,,403822,,,,2920,Chesselden Ellis
Elmer,Lucius,1793-02-03,,rep,NJ,Democrat,,,,,,,,,,,E000156,,,,,403847,,,,2944,Lucius Elmer
Farlee,Isaac,1787-05-18,M,rep,NJ,Democrat,,,,,,,,,,,F000017,,,,,403979,,,,3058,Isaac G. Farlee
Florence,Elias,1797-02-15,,rep,OH,Whig,,,,,,,,,,,F000213,,,,,404168,,,,3228,Elias Florence
Foster,Ephraim,1794-09-17,,sen,TN,Whig,,,,,,,,,,,F000302,,,,,404251,,,,3304,Ephraim H. Foster
Frick,Henry,1795-03-17,M,rep,PA,Whig,,,,,,,,,,,F000383,,,,,404328,,,,3373,Henry Frick (politician)
Fuller,George,1802-11-07,M,rep,PA,Democrat,,,,,,,,,,,F000409,,,,,404350,,,,3395,George Fuller (congressman)
Gilmer,Thomas,1802-04-06,M,rep,VA,Democrat,,,,,,,,,,,G000218,,,,,404580,,,,3613,Thomas Walker Gilmer
Green,Byram,1786-04-15,,rep,NY,Democrat,,,,,,,,,,,G000406,,,,,404756,,,,3774,Byram Green
Green,Willis,,,rep,KY,Whig,,,,,,,,,,,G000423,,,,,412044,,,,3787,Willis Green
Hamlin,Edward,1808-07-06,M,rep,OH,Whig,,,,,,,,,,,H000120,,,,,405002,,,,4000,Edward S. Hamlin
Hammett,William,1799-03-25,M,rep,MS,Democrat,,,,,,,,,,,H000125,,,,,405007,,,,4004,William H. Hammett
Hannegan,Edward,1807-06-25,M,sen,IN,Democrat,,,,,,,,,,,H000167,,,,,405049,,,,4041,Edward A. Hannegan
Hardin,John,1810-01-06,M,rep,IL,Whig,,,,,,,,,,,H000185,,,,,405066,,,,4053,John J. Hardin
Hays,Samuel,1783-09-10,M,rep,PA,Democrat,,,,,,,,,,,H000406,,,,,405273,,,,4245,Samuel Hays (Pennsylvania politician)
Haywood,William,1801-10-23,M,sen,NC,Democrat,,,,,,,,,,,H000411,,,,,405278,,,,4250,"William Henry Haywood, Jr."
Herrick,Joshua,1793-03-18,M,rep,ME,Democrat,,,,,,,,,,,H000539,,,,,405401,,,,4363,Joshua Herrick
Hubbell,William,1801-01-17,M,rep,NY,Democrat,,,,,,,,,,,H000895,,,,,405741,,,,4679,
Huger,Daniel,1779-06-28,M,sen,SC,Democrat,,,,,,,,,,,H000917,,,,,405762,,,,4696,Daniel Elliott Huger
Hughes,James,1809-04-07,M,rep,MO,Democrat,,,,,,,,,,,H000927,,,,,405772,,,,4705,James Madison Hughes
Irvin,James,1800-02-18,M,rep,PA,Whig,,,,,,,,,,,I000033,,,,,405891,,,,4818,James Irvin
Jarnagin,Spencer,,,sen,TN,Whig,,,,,,,,,,,J000059,,,,,405964,,,,4893,Spencer Jarnagin
Jenks,Michael,1795-05-21,M,rep,PA,Whig,,,,,,,,,,,J000092,,,,,405994,,,,4921,
Johnson,Cave,1793-01-11,,rep,TN,Democrat,,,,,,,,,,,J000122,,,,,406022,,,,4945,Cave Johnson
Johnson,Perley,1798-09-08,,rep,OH,Whig,,,,,,,,,,,J000167,,,,,406064,,,,4985,Perley B. Johnson
Jones,John,1791-11-22,M,rep,VA,Democrat,,,,,,,,,,,J000240,,,,,406133,,,,5049,
Kennedy,John,1795-10-25,M,rep,MD,Whig,,,,,,,,,,,K000109,,,,,406276,,,,5182,John P. Kennedy
Kirkpatrick,Littleton,1797-10-19,,rep,NJ,Democrat,,,,,,,,,,,K000236,,,,,406395,,,,5293,Littleton Kirkpatrick
La Branche,Alcée,,,rep,LA,Democrat,,,,,,,,,,,L000001,,,,,406511,,,,5389,
Lamar,John,1812-11-05,M,rep,GA,Democrat,,,,,,,,,,,L000029,,,,,406539,,,,,John Basil Lamar
Leonard,Moses,1809-07-10,M,rep,NY,Democrat,,,,,,,,,,,L000248,,,,,406751,,,,5613,Moses G. Leonard
Yulee,David,,M,rep,FL,Democrat,,,,,,,,,,,Y000061,,,,,406767,,,,,
Lucas,William,1800-11-30,M,rep,VA,Democrat,,,,,,,,,,,L000494,,,,,406981,,,,5824,
Lyon,Lucius,1800-02-26,,rep,MI,Democrat,,,,,,,,,,,L000544,,,,,407028,,,,5866,Lucius Lyon
Mathews,James,1805-06-04,M,rep,OH,Democrat,,,,,,,,,,,M000237,,,,,407255,,,,6073,
McCauslen,William,,M,rep,OH,Democrat,,,,,,,,,,,M000323,,,,,407333,,,,6142,William C. McCauslen
Millen,John,,M,rep,GA,Democrat,,,,,,,,,,,M000713,,,,,407696,,,,6473,John Millen (American politician)
Moore,Heman,1809-08-27,,rep,OH,Democrat,,,,,,,,,,,M000899,,,,,407871,,,,6633,Heman A. Moore
Newton,Willoughby,1802-12-02,,rep,VA,Whig,,,,,,,,,,,N000080,,,,,408167,,,,6908,Willoughby Newton
Niles,John,1787-08-20,M,sen,CT,Democrat,,,,,,,,,,,N000108,,,,,408192,,,,6931,John Milton Niles
Parmenter,William,1789-03-30,M,rep,MA,Democrat,,,,,,,,,,,P000076,,,,,408486,,,,7209,William Parmenter
Patterson,Thomas,,M,rep,NY,Whig,,,,,,,,,,,P000129,,,,,412172,,,,7254,Thomas J. Paterson
Potter,Elisha,1811-06-20,,rep,RI,Law and Order,,,,,,,,,,,P000462,,,,,408850,,,,7554,Elisha R. Potter
Pratt,Zadock,1790-10-30,,rep,NY,Democrat,,,,,,,,,,,P000507,,,,,408892,,,,7597,
Preston,Jacob,1796-03-12,M,rep,MD,Whig,,,,,,,,,,,P000515,,,,,408900,,,,7604,Jacob Alexander Preston
Purdy,Smith,1796-07-31,,rep,NY,Democrat,,,,,,,,,,,P000571,,,,,408954,,,,7653,Meade Purdy
Rayner,Kenneth,1808-06-20,M,rep,NC,Whig,,,,,,,,,,,R000087,,,,,409067,,,,7758,Kenneth Rayner
Read,Almon,1790-06-12,,rep,PA,Democrat,,,,,,,,,,,R000090,,,,,409070,,,,7761,Almon Heath Read
Reding,John,1805-10-18,M,rep,NH,Democrat,,,,,,,,,,,R000106,,,,,409085,,,,7776,John Randall Reding
Reed,Charles,1803-04-03,M,rep,PA,Whig,,,,,,,,,,,R000110,,,,,409090,,,,7778,Charles Manning Reed
Robinson,Orville,1801-10-28,,rep,NY,Democrat,,,,,,,,,,,R000351,,,,,409322,,,,7990,Orville Robinson
Rodney,George,1803-04-02,M,rep,DE,Whig,,,,,,,,,,,R000379,,,,,409349,,,,8015,
Rogers,Charles,1800-04-30,M,rep,NY,Whig,,,,,,,,,,,R000390,,,,,409358,,,,8022,Charles Rogers (New York)
Russell,Jeremiah,1786-01-26,M,rep,NY,Democrat,,,,,,,,,,,R000528,,,,,409486,,,,8130,Jeremiah Russell
Sample,Samuel,1796-08-15,M,rep,IN,Whig,,,,,,,,,,,S000024,,,,,409543,,,,8188,Samuel C. Sample
Saunders,Romulus,1791-03-03,,rep,NC,Democrat,,,,,,,,,,,S000078,,,,,409590,,,,8228,
Semple,James,1798-01-05,M,sen,IL,Democrat,,,,,,,,,,,S000239,,,,,409743,,,,8360,James Semple
Senter,William,1801-05-12,M,rep,TN,Whig,,,,,,,,,,,S000245,,,,,409748,,,,8364,William Tandy Senter
Sevier,Ambrose,1801-11-04,,sen,AR,Democrat,,,,,,,,,,,S000256,,,,,409757,,,,8373,Ambrose Hundley Sevier
Seymour,Thomas,1807-09-29,M,rep,CT,Democrat,,,,,,,,,,,S000271,,,,,409772,,,,8387,Thomas H. Seymour
Simons,Samuel,,M,rep,CT,Democrat,,,,,,,,,,,S000425,,,,,409919,,,,8523,Samuel Simons
Smith,John,,M,rep,PA,Democrat,,,,,,,,,,,S000576,,,,,412101,,,,8657,John T. Smith (congressman)
Spence,Thomas,1810-02-20,M,rep,MD,Whig,,,,,,,,,,,S000720,,,,,410189,,,,8780,Thomas Ara Spence
Steenrod,Lewis,1810-05-27,M,rep,VA,Democrat,,,,,,,,,,,S000843,,,,,410307,,,,8878,Lewis Steenrod
Stetson,Lemuel,1804-03-13,,rep,NY,Democrat,,,,,,,,,,,S000874,,,,,410336,,,,8904,Lemuel Stetson
Stewart,John,1795-02-10,M,rep,CT,Democrat,,,,,,,,,,,S000913,,,,,410373,,,,8939,John Stewart (Connecticut)
Stiles,William,1808-01-01,M,rep,GA,Democrat,,,,,,,,,,,S000925,,,,,410385,,,,8951,William Henry Stiles
Stone,Alfred,1813-06-28,M,rep,OH,Democrat,,,,,,,,,,,S000952,,,,,410411,,,,8974,Alfred P. Stone
Strong,Selah,1792-05-01,,rep,NY,Democrat,,,,,,,,,,,S001016,,,,,410473,,,,9035,Selah B. Strong
Summers,George,1804-03-04,M,rep,VA,Whig,,,,,,,,,,,S001066,,,,,410520,,,,9081,George W. Summers
Tucker,Tilghman,1802-02-05,,rep,MS,Democrat,,,,,,,,,,,T000404,,,,,410973,,,,9502,
Tyler,Asher,1798-05-10,,rep,NY,Whig,,,,,,,,,,,T000447,,,,,411015,,,,9539,Asher Tyler
Vanmeter,John,,M,rep,OH,Whig,,,,,,,,,,,V000048,,,,,411127,,,,9624,John I. Vanmeter
Wethered,John,1809-05-08,M,rep,MD,Whig,,,,,,,,,,,W000311,,,,,411475,,,,9969,John Wethered
White,Benjamin,1790-05-13,M,rep,ME,Democrat,,,,,,,,,,,W000357,,,,,411519,,,,10011,Benjamin White (Maine politician)
White,John,1802-02-14,M,rep,KY,Whig,,,,,,,,,,,W000380,,,,,411541,,,,10033,
Wilkins,William,1779-12-20,M,rep,PA,Democrat,,,,,,,,,,,W000475,,,,,411632,,,,10120,
Williams,Henry,1805-11-30,M,rep,MA,Democrat,,,,,,,,,,,W000503,,,,,411660,,,,10148,Henry Williams (Massachusetts)
Wise,Henry,1806-12-03,M,rep,VA,Democrat,,,,,,,,,,,W000649,,,,,411803,,,,10286,Henry A. Wise
Wright,Silas,1795-05-24,,sen,NY,Democrat,,,,,,,,,,,W000770,,,,,411919,,,,10398,Silas Wright
Dickinson,Daniel,1800-09-11,M,sen,NY,Democrat,,,,,,,,,,,D000317,,,,,403437,,,,2569,Daniel S. Dickinson
Foster,Henry,1800-05-07,M,sen,NY,Democrat,,,,,,,,,,,F000304,,,,,404253,,,,3306,Henry A. Foster
Francis,John,1791-05-31,M,sen,RI,Law and Order,,,,,,,,,,,F000336,,,,,404285,,,,3335,John Brown Francis
Johnson,Henry,1783-09-14,M,sen,LA,Whig,,,,,,,,,,,J000137,,,,,406036,,,,4959,
Polk,James,1795-11-02,M,rep,TN,Democrat,,,,,,,,,,,P000409,,,,,408802,,,,7507,
Anderson,Joseph,1800-08-25,M,rep,NY,Democrat,,,,,,,,,,,A000198,,,,,400853,,,,175,Joseph H. Anderson
Arnold,Lemuel,1792-01-29,,rep,RI,Whig,,,,,,,,,,,A000291,,,,,400933,,,,243,Lemuel H. Arnold
Bell,Joshua,1811-11-26,M,rep,KY,Whig,,,,,,,,,,,B000343,,,,,401335,,,,609,Joshua Fry Bell
Benton,Charles,1810-07-12,M,rep,NY,Democrat,,,,,,,,,,,B000394,,,,,401385,,,,654,Charles S. Benton
Black,James,1793-03-06,M,rep,PA,Democrat,,,,,,,,,,,B000500,,,,,401480,,,,744,James Black (congressman)
Brinkerhoff,Jacob,1810-08-31,M,rep,OH,Democrat,,,,,,,,,,,B000838,,,,,401795,,,,1041,Jacob Brinkerhoff
Brockenbrough,William,1812-02-23,M,rep,FL,Democrat,,,,,,,,,,,B000852,,,,,401809,,,,1052,William Henry Brockenbrough
Brown,Milton,1804-02-28,M,rep,TN,Whig,,,,,,,,,,,B000938,,,,,401892,,,,1128,Milton Brown (politician)
Buffington,Joseph,1803-11-27,M,rep,PA,Whig,,,,,,,,,,,B001041,,,,,401990,,,,1219,Joseph Buffington (congressman)
Campbell,John,1800-10-10,M,rep,PA,American,,,,,,,,,,,C000093,,,,,402248,,,,1458,John Hull Campbell
Campbell,William,1806-06-10,M,rep,NY,American,,,,,,,,,,,C000105,,,,,402258,,,,1469,William W. Campbell (New York)
Carroll,Charles,1794-05-04,M,rep,NY,Whig,,,,,,,,,,,C000186,,,,,402333,,,,1537,Charles H. Carroll
Chalmers,Joseph,,M,sen,MS,Democrat,,,,,,,,,,,C000273,,,,,402416,,,,1618,Joseph W. Chalmers
Chapman,Augustus,1803-03-09,M,rep,VA,Democrat,,,,,,,,,,,C000308,,,,,402450,,,,1651,Augustus A. Chapman
Chapman,Reuben,1799-07-15,M,rep,AL,Democrat,,,,,,,,,,,C000316,,,,,402458,,,,1658,
Chipman,John,1800-08-10,M,rep,MI,Democrat,,,,,,,,,,,C000368,,,,,402507,,,,1705,John Smith Chipman
Clark,Henry,1809-09-09,M,rep,NC,Democrat,,,,,,,,,,,C000434,,,,,402572,,,,1766,
Collin,John,1802-04-30,M,rep,NY,Democrat,,,,,,,,,,,C000632,,,,,402761,,,,1944,John F. Collin
Constable,Albert,1805-06-03,M,rep,MD,Democrat,,,,,,,,,,,C000708,,,,,402832,,,,2008,
Cottrell,James,1808-08-25,M,rep,AL,Democrat,,,,,,,,,,,C000803,,,,,402922,,,,2088,James La Fayette Cottrell
Cranston,Henry,1789-10-09,M,rep,RI,Whig,,,,,,,,,,,C000878,,,,,402991,,,,2149,Henry Y. Cranston
Cullom,Alvan,1797-09-04,,rep,TN,Democrat,,,,,,,,,,,C000972,,,,,403083,,,,2238,Alvan Cullom
Culver,Erastus,1803-03-15,,rep,NY,Whig,,,,,,,,,,,C000978,,,,,403089,,,,2244,Erastus D. Culver
Cunningham,Francis,1804-11-09,,rep,OH,Democrat,,,,,,,,,,,C000990,,,,,403098,,,,2254,Francis A. Cunningham
Dargan,Edmund,1805-04-15,M,rep,AL,Democrat,,,,,,,,,,,D000052,,,,,403191,,,,2336,Edmund Strother Dargan
Darragh,Cornelius,,M,rep,PA,Whig,,,,,,,,,,,D000061,,,,,403200,,,,2345,Cornelius Darragh
Davis,John,1799-04-16,M,rep,IN,Democrat,,,,,,,,,,,D000120,,,,,403255,,,,2399,
Dawson,John,1798-03-17,M,rep,LA,Democrat,,,,,,,,,,,D000152,,,,,403285,,,,2427,
Dayton,William,1807-02-17,M,sen,NJ,Whig,,,,,,,,,,,D000166,,,,,403298,,,,2441,
De Mott,John,1790-10-07,M,rep,NY,Democrat,,,,,,,,,,,D000223,,,,,403315,,,,2488,John De Mott
Dillingham,Paul,1799-08-10,M,rep,VT,Democrat,,,,,,,,,,,D000346,,,,,403464,,,,2596,Paul Dillingham
Dix,John,1798-07-24,M,sen,NY,Democrat,,,,,,,,,,,D000365,,,,,403482,,,,2614,
Dobbin,James,1814-01-17,M,rep,NC,Democrat,,,,,,,,,,,D000381,,,,,403497,,,,2628,James C. Dobbin
Dunlap,Robert,1794-08-17,M,rep,ME,Democrat,,,,,,,,,,,D000543,,,,,403651,,,,2768,Robert P. Dunlap
Ellett,Henry,1812-03-08,M,rep,MS,Democrat,,,,,,,,,,,E000116,,,,,403807,,,,2905,Henry T. Ellett
