last_name,first_name,birthday,gender,type,state,party,url,address,phone,contact_form,rss_url,twitter,facebook,facebook_id,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
Cole,Tom,1949-04-28,M,rep,OK,Republican,http://cole.house.gov,2458 Rayburn HOB; Washington DC 20515-3604,202-225-6165,https://coleforms.house.gov/contact/default.aspx,http://cole.house.gov/rss.xml,tomcoleok04,TomColeOK04,146497782066300,reptomcole,UCvqzPm_YnNkfEHpm3SEMJMQ,C001053,01742,N00025726,,1003609,400077,46034,Tom Cole,gIQATSaQAP,20344,Tom Cole
Conaway,K.,1948-06-11,M,rep,TX,Republican,http://conaway.house.gov,2430 Rayburn HOB; Washington DC 20515-4311,202-225-3605,http://conaway.house.gov/Contact/default.aspx#email,,ConawayTX11,mike.conaway,203482063021985,mikeconaway11,UCR3dhwhVfxmmqv6ct2Xa1-g,C001062,01805,N00026041,,1004595,400655,49935,Mike Conaway,gIQAkUaQAP,20531,Mike Conaway
Connolly,Gerald,1950-03-30,M,rep,VA,Democrat,http://connolly.house.gov,424 Cannon HOB; Washington DC 20515-4611,202-225-1492,https://forms.house.gov/connolly/contact-form.shtml,http://connolly.house.gov/common/rss//index.cfm?rss=44,GerryConnolly,CongressmanGerryConnolly,177164035838,repconnolly,UC4WG9PlmoOeSLIuyVjs-RSA,C001078,01959,N00029891,,1015936,412272,95078,,gIQA3zDRAP,20952,Gerry Connolly
Conyers,John,1929-05-16,M,rep,MI,Democrat,http://www.house.gov/conyers,2426 Rayburn HOB; Washington DC 20515-2214,202-225-5126,http://conyers.house.gov/index.cfm?FuseAction=Contact.OnlineContactForm,http://conyers.house.gov/index.cfm/rss/feed,repjohnconyers,CongressmanConyers,206947066849,JCMI14,UCzlwBp7_m0t3f2UiFubvWgg,C000714,00229,N00004029,,1824,400080,26904,"John Conyers, Jr.",gIQA4cvo9O,10713,John Conyers
Cooper,Jim,1954-06-19,M,rep,TN,Democrat,http://cooper.house.gov,1536 Longworth HOB; Washington DC 20515-4205,202-225-4311,https://forms.house.gov/cooper/webforms/issue_subscribe.html,http://cooper.house.gov/index.php?format=feed&amp;type=rss,repjimcooper,JimCooper,,RepJimCooper,UCjplyIIQbNZcl013AyDfPNg,C000754,00231,N00003132,,1201,400081,48891,Jim Cooper,gIQABq669O,15019,Jim Cooper
Costa,Jim,1952-04-13,M,rep,CA,Democrat,http://costa.house.gov,1314 Longworth HOB; Washington DC 20515-0520,202-225-3341,http://www.house.gov/formcosta/issue.htm,http://costa.house.gov/index.php?format=feed&amp;type=rss,repjimcosta,RepJimCosta,,RepJimCostaCA20,UCVgXX23eJEai6GiBOKO6dvA,C001059,01774,N00026341,,19599,400618,3577,,gIQAwvJSAP,20501,Jim Costa
Courtney,Joe,1953-04-06,M,rep,CT,Democrat,http://courtney.house.gov,2348 Rayburn HOB; Washington DC 20515-0702,202-225-2076,http://forms.house.gov/courtney/webforms/contact-form.shtml,http://courtney.house.gov/index.php?format=feed&amp;type=rss,repjoecourtney,joecourtney,330408799230,repcourtney,UCGVIfe1T2hO1Lx7ap5Wkv1w,C001069,01836,N00024842,,1021284,412193,30333,Joe Courtney,gIQAQONRAP,20706,Joe Courtney (politician)
Crapo,Michael,1951-05-20,M,sen,ID,Republican,http://www.crapo.senate.gov,239 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,202-224-6142,http://www.crapo.senate.gov/contact/email.cfm,,mikecrapo,mikecrapo,80335332266,senatorcrapo,UCMHzKHg1BE7dEcFjnayw1lA,C000880,00250,N00006267,S266,26440,300030,26830,Mike Crapo,gIQA3hslDP,29345,Mike Crapo
Crawford,Eric,1966-01-22,M,rep,AR,Republican,http://crawford.house.gov,1711 Longworth HOB; Washington DC 20515-0401,202-225-4076,http://crawford.house.gov/contact/,http://crawford.house.gov/news/rss.aspx,RepRickCrawford,RepRickCrawford,143344975723788,RepRickCrawford,UCLKAkVl4BHRK73lmDiIgPYg,C001087,01989,N00030770,,623259,412400,119208,Rick Crawford,gIQAlMfVKP,21106,Rick Crawford (politician)
Crenshaw,Ander,1944-09-01,M,rep,FL,Republican,http://crenshaw.house.gov,440 Cannon HOB; Washington DC 20515-0904,202-225-2501,https://forms.house.gov/wyr/welcome.shtml,,AnderCrenshaw,200388204657,200388204657,RepAnderCrenshaw,UCr3i3We3fsHJdUufmqDL7_w,C001045,01643,N00012739,,1007679,400086,31130,Ander Crenshaw,gIQASSNRAP,20111,Ander Crenshaw
Crowley,Joseph,1962-03-16,M,rep,NY,Democrat,http://crowley.house.gov,1436 Longworth HOB; Washington DC 20515-3207,202-225-3965,http://crowley.house.gov/contact-me/email-me,http://crowley.house.gov/rss.xml,repjoecrowley,repjoecrowley,176197712425090,RepJoeCrowley,UCni23wivejzkS9G1L_XEBQw,C001038,01604,N00001127,,57880,400087,4295,Joseph Crowley,gIQACIr09O,29925,Joseph Crowley
Cuellar,Henry,1955-09-19,M,rep,TX,Democrat,http://cuellar.house.gov,2431 Rayburn HOB; Washington DC 20515-4328,202-225-1640,http://cuellar.house.gov/Contact/SendMeAnEmail.htm,http://cuellar.house.gov/news/rss.aspx,RepCuellar,152569121550,152569121550,henrycuellar,UCVgEOdJx3tyILO9EjZ-heEQ,C001063,01807,N00024978,,1013062,400657,5486,,gIQAHjjSAP,20533,Henry Cuellar
Culberson,John,1956-08-24,M,rep,TX,Republican,http://culberson.house.gov,2352 Rayburn HOB; Washington DC 20515-4307,202-225-2571,http://culbersonforms.house.gov/contact/,http://culberson.house.gov/rss/,congculberson,CongressmanCulberson,1751723339,johnculbersontx07,UCv9NX2RA2jQQniHohgqy_KQ,C001048,01670,N00009738,,88078,400089,5488,John Culberson,gIQArjZfAP,20139,John Culberson
Cummings,Elijah,1951-01-18,M,rep,MD,Democrat,http://www.house.gov/cummings,2235 Rayburn HOB; Washington DC 20515-2007,202-225-4741,https://forms.house.gov/wyr/welcome.shtml,http://cummings.house.gov/rss.xml,ElijahECummings,elijahcummings,291368465380,ElijahECummings,UCMasH4jR80RdkqyuF0neFZg,C000984,00256,N00001971,,43300,400090,345,Elijah Cummings,gIQAKaxDAP,29587,Elijah Cummings
Davis,Danny,1941-09-06,M,rep,IL,Democrat,http://www.house.gov/davis,2159 Rayburn HOB; Washington DC 20515-1307,202-225-5006,https://forms.house.gov/davis/webforms/issue_subscribe.htm,http://davis.house.gov/index.php?format=feed&type=rss,,280757931935749,280757931935749,,,D000096,01477,N00004884,,44325,400093,233,Danny K. Davis,gIQAgWpbKP,29717,Danny K. Davis
Davis,Susan,1944-04-13,F,rep,CA,Democrat,http://www.house.gov/susandavis,1526 Longworth HOB; Washington DC 20515-0553,202-225-2040,http://www.house.gov/susandavis/contact.shtml,,RepSusanDavis,RepSusanDavis,103767526332478,,,D000598,01641,N00009604,,85595,400097,8168,,gIQAumASAP,20108,Susan Davis (politician)
DeFazio,Peter,1947-05-27,M,rep,OR,Democrat,http://www.defazio.house.gov,2134 Rayburn HOB; Washington DC 20515-3704,202-225-6416,https://forms.house.gov/defazio/IMA/contact.html,http://www.defazio.house.gov/index.php?format=feed&amp;type=rss,RepPeterDeFazio,RepPeterDeFazio,94324364811,PeterDeFazio,UCIF3HunhsVgTv7L2grnq2Rg,D000191,00279,N00007781,,6068,400100,27037,Peter DeFazio,gIQAS87AAP,15410,Peter DeFazio
DeGette,Diana,1957-07-29,F,rep,CO,Democrat,http://degette.house.gov/,2368 Rayburn HOB; Washington DC 20515-0601,202-225-4431,http://degette.house.gov/index.php?option=com_content&amp;view=article&amp;id=1045&amp;Itemid=202,http://degette.house.gov/index.php?option=com_ninjarsssyndicator&amp;feed_id=1&amp;format=raw,RepDianaDeGette,DianaDeGette,110757973488,RepDianaDeGette,UCWFQCRTHwsHg9P1Hf-EQtew,D000197,01479,N00006134,,90293,400101,561,Diana DeGette,gIQADVSDAP,29710,Diana DeGette
DeLauro,Rosa,1943-03-02,F,rep,CT,Democrat,http://delauro.house.gov,2413 Rayburn HOB; Washington DC 20515-0703,202-225-3661,http://delauro.house.gov/index.php?option=com_content&amp;view=article&amp;id=987&amp;Itemid=7,http://delauro.house.gov/index.php?format=feed&amp;type=rss,rosadelauro,CongresswomanRosaDeLauro,181302611907634,rosadelauro,UC9ROfGBm7kSLCEDYwFF6McQ,D000216,00281,N00000615,,19040,400103,26788,Rosa DeLauro,gIQAkOCT9O,29109,Rosa DeLauro
Denham,Jeff,1967-07-29,M,rep,CA,Republican,http://denham.house.gov,1730 Longworth HOB; Washington DC 20515-0519,202-225-4540,http://denham.house.gov/contact-me/email-me,http://denham.house.gov/rss.xml,RepJeffDenham,RepJeffDenham,133714040028137,repjeffdenham,UCm59PEM_tgTvhm5-wIfnrRg,D000612,01995,N00031593,,623287,412403,28769,,gIQA6BMZKP,21109,Jeff Denham
Dent,Charles,1960-05-24,M,rep,PA,Republican,http://dent.house.gov,2455 Rayburn HOB; Washington DC 20515-3815,202-225-6411,https://dent.house.gov/?p=ContactForm,http://dent.house.gov/?a=rss.feed,,CongressmanDent,69862092533,CongressmanDent,UCoC_r0R2M_74UVrH4A44awQ,D000604,01799,N00026171,,1011395,400648,9121,Charles W. Dent,gIQAY7qLAP,20526,Charlie Dent
DesJarlais,Scott,1964-02-21,M,rep,TN,Republican,http://desjarlais.house.gov,413 Cannon HOB; Washington DC 20515-4204,202-225-6831,http://desjarlais.house.gov/contact/cleveland-office.htm,http://desjarlais.house.gov/news/rss.aspx,DesJarlaisTN04,ScottDesJarlaisTN04,,ScottDesJarlaisTN04,UCvjuSLoi3hS0ECQvJLhwOkA,D000616,02062,N00030957,,623287,412477,123473,,gIQAQg5WKP,21179,Scott DesJarlais
Deutch,Theodore,1966-05-07,M,rep,FL,Democrat,http://teddeutch.house.gov,1024 Longworth HOB; Washington DC 20515-0919,202-225-3001,https://teddeutch.house.gov/Forms/WriteYourRep/default.aspx,http://teddeutch.house.gov/news/rss.aspx,repteddeutch,CongressmanTedDeutch,112179098816942,congressmanteddeutch,UC1JlTLRUDkzhM2htvI9QJTA,D000610,01976,N00031317,,9267613,412385,67151,Theodore E. Deutch,gIQAgpzZKP,20959,Ted Deutch
Diaz-Balart,Mario,1961-09-25,M,rep,FL,Republican,http://mariodiazbalart.house.gov,436 Cannon HOB; Washington DC 20515-0921,202-225-4211,http://mariodiazbalart.house.gov/contact-mario,http://mariodiazbalart.house.gov/rss.xml,MarioDB,mdiazbalart,119538428117878,MarioDiazBalart,UCpEEd0Plxx5D78pI4a4mFTQ,D000600,01717,N00025337,,1003562,400108,24312,Mario Diaz-Balart,gIQAvrSaAP,20316,Mario Diaz-Balart
Dingell,John,1926-07-08,M,rep,MI,Democrat,http://www.house.gov/dingell,2328 Rayburn HOB; Washington DC 20515-2215,202-225-4071,https://forms.house.gov/wyr/welcome.shtml,http://dingell.house.gov/rss.xml,john_dingell,johndingell,87490183861,,,D000355,00299,N00001783,,470,400110,26917,John D. Dingell,gIQAUVCT9O,2605,John Dingell
Doggett,Lloyd,1946-10-06,M,rep,TX,Democrat,http://doggett.house.gov,201 Cannon HOB; Washington DC 20515-4325,202-225-4865,http://doggett.house.gov/index.php/contact-lloyd-doggett,http://doggett.house.gov/index.php/component/ninjarsssyndicator/?feed_id=1&amp;format=raw,RepLloydDoggett,lloyddoggett,154050553704,doggett,UCN-kiLKyHPcfRVZ28sAHS_g,D000399,00303,N00006023,,36810,400111,21689,,gIQA0jEdKP,29571,Lloyd Doggett
Donnelly,Joe,1955-09-28,M,sen,IN,Democrat,http://www.donnelly.senate.gov,720 HART SENATE OFFICE BUILDING WASHINGTON DC 20510,202-224-4814,http://www.donnelly.senate.gov/contact/email-joe,http://www.donnelly.senate.gov/rss/feeds/?type=all,SenDonnelly,senatordonnelly,168059529893610,sendonnelly,UC7H5Lz0BUaTRlWXk9QsIwsg,D000607,01850,N00026586,S356,1012000,412205,34212,Joe Donnelly,gIQAM8hOAP,20717,Joe Donnelly
Doyle,Michael,1953-08-05,M,rep,PA,Democrat,http://doyle.house.gov,239 Cannon HOB; Washington DC 20515-3814,202-225-2135,http://doyle.house.gov/contact-me/email-me,http://doyle.house.gov/rss.xml,USRepMikeDoyle,usrepmikedoyle,79663724861,CongressmanDoyle,UCni9vINmgerEeVXhKCC9qbA,D000482,00316,N00001373,,36774,400114,21853,Michael F. Doyle,gIQAlqEdKP,29561,Michael F. Doyle
Duffy,Sean,1971-10-03,M,rep,WI,Republican,http://duffy.house.gov,1208 Longworth HOB; Washington DC 20515-4907,202-225-3365,http://duffy.house.gov/contact-me/email-me,http://duffy.house.gov/rss.xml,RepSeanDuffy,RepSeanDuffy,119657691436457,RepSeanDuffy,UChq-eV2HnV7Kr2zmj0yua7g,D000614,02072,N00030967,,623570,412488,126238,Sean Duffy,gIQAx21QKP,21189,Sean Duffy
Duncan,Jeff,1966-01-07,M,rep,SC,Republican,http://jeffduncan.house.gov,116 Cannon HOB; Washington DC 20515-4003,202-225-5301,http://jeffduncan.house.gov/contact-me/email-me,http://jeffduncan.house.gov/rss.xml,RepJeffDuncan,RepJeffDuncan,187268144624279,congjeffduncan,UC1tuXL6ymImdpKYGEAH83QA,D000615,02057,N00030752,,62713,412472,47967,Jeff Duncan,gIQAfghZKP,21174,Jeff Duncan (politician)
Duncan,John,1947-07-21,M,rep,TN,Republican,http://duncan.house.gov,2207 Rayburn HOB; Washington DC 20515-4202,202-225-5435,http://duncan.house.gov/contact-me/email-me,http://duncan.house.gov/rss.xml,RepJohnDuncanJr,CongressmanDuncan,102385999834718,RepJohnDuncan,UCCpcKqQfp9gVkeD1t7uYLKQ,D000533,00322,N00003209,,6114,400116,27069,,gIQA7YKbKP,15455,Jimmy Duncan (U.S. politician)
Edwards,Donna,1958-06-28,F,rep,MD,Democrat,http://www.house.gov/donnaedwards,2445 Rayburn HOB; Washington DC 20515-2004,202-225-8699,http://www.house.gov/writerep,http://www.house.gov/common/rss/?rss=24,repdonnaedwards,107297211756,107297211756,RepDonnaFEdwards,UCIz4aCNtg77Cg9U8v0JRCBA,E000290,01894,N00028249,,38535,412263,65085,,gIQAqUKbKP,20763,Donna Edwards
Ellison,Keith,1963-08-04,M,rep,MN,Democrat,http://ellison.house.gov,2244 Rayburn HOB; Washington DC 20515-2305,202-225-4755,http://ellison.house.gov/index.php?option=com_content&amp;task=view&amp;id=87,http://ellison.house.gov/index.php?format=feed&amp;type=rss,keithellison,Keith.Ellison,7997462059,RepKeithEllison,UCR_QMi3wGy7xPUZxaIRi9QA,E000288,01857,N00028257,,1022556,412215,38982,Keith Ellison,gIQA98OxDP,20727,Keith Ellison
Ellmers,Renee,1964-02-09,F,rep,NC,Republican,http://ellmers.house.gov,426 Cannon HOB; Washington DC 20515-3302,202-225-4531,http://ellmers.house.gov/contact-us/,http://ellmers.house.gov/common/rss//index.cfm?rss=49,RepReneeEllmers,reneeellmers,167641493275000,repreneeellmers,UCHlEm6WDK8UWn5STL_fZm_g,E000291,02036,N00031513,,1033793,412457,120897,Renee Ellmers,gIQAATqZKP,21159,Renee Ellmers
Engel,Eliot,1947-02-18,M,rep,NY,Democrat,http://www.house.gov/engel,2161 Rayburn HOB; Washington DC 20515-3217,202-225-2464,http://www.house.gov/writerep,,RepEliotEngel,RepEliotLEngel,103355984852,engel2161,UCZ-ctBF-a6CYPJWDoBV_JyA,E000179,00344,N00001003,,6109,400122,26972,,gIQAxS2pAP,15603,Eliot Engel
Eshoo,Anna,1942-12-13,F,rep,CA,Democrat,http://eshoo.house.gov,241 Cannon HOB; Washington DC 20515-0514,202-225-8104,https://forms.house.gov/eshoo/webforms/issue_subscribe.htm,http://eshoo.house.gov/index.php?format=feed&amp;type=rss,RepAnnaEshoo,RepAnnaEshoo,174979964227,RepAnnaEshoo,UCjRvhco2d59GBgA78IIIaYQ,E000215,00355,N00007335,,26130,400124,26741,,gIQAdlYxDP,29312,Anna Eshoo
Faleomavaega,Eni,1943-08-15,M,rep,AS,Democrat,http://www.house.gov/faleomavaega,2422 Rayburn HOB; Washington DC 20515-5201,202-225-8577,http://www.house.gov/writerep,,efaleomavaega,617466718276952,617466718276952,,UCDDfPwu_b7QtkQOgeUY-AYg,F000010,00367,N00007632,,6713,400128,774,,,,Eni Faleomavaega
Farenthold,Blake,1961-12-12,M,rep,TX,Republican,http://farenthold.house.gov,117 Cannon HOB; Washington DC 20515-4327,202-225-7742,http://farentholdforms.house.gov/contact/,http://farenthold.house.gov/index.php?format=feed&amp;type=rss,farenthold,BlakeFarenthold,186894244673001,BlakeFarenthold,UC-xQNCjaivVnqozyXtjcqww,F000460,02067,N00031672,,95180,412482,116919,Blake Farenthold,gIQA6OqZKP,21184,Blake Farenthold
Farr,Sam,1941-07-04,M,rep,CA,Democrat,http://www.house.gov/farr,1126 Longworth HOB; Washington DC 20515-0517,202-225-2861,http://www.farr.house.gov/index.php?option=com_content&amp;task=view&amp;id=202,http://www.farr.house.gov/index.php?format=feed&amp;type=rss,RepSamFarr,RepSamFarr,7018136294,CongressmanSamFarr,UCoSsBwU28xzKM8lKeeHXEzQ,F000030,00368,N00007312,,30645,400129,26745,,gIQAPPNqAP,29313,Sam Farr
Fattah,Chaka,1956-11-21,M,rep,PA,Democrat,http://www.house.gov/fattah,2301 Rayburn HOB; Washington DC 20515-3802,202-225-4001,http://fattah.house.gov/?sectionid=8&amp;sectiontree=8,http://www.house.gov/common/rss//index.cfm?rss=34,chakafattah,repfattah,165961823475034,ChakaFattah,UCkTfk-NcVzE1hk-svI6mclw,F000043,00371,N00001746,,36763,400130,21850,Chaka Fattah,gIQAvQNqAP,29559,Chaka Fattah
Fincher,Stephen,1973-02-07,M,rep,TN,Republican,http://fincher.house.gov,1118 Longworth HOB; Washington DC 20515-4208,202-225-4714,http://fincher.house.gov/contact-me/email-me,http://fincher.house.gov/rss.xml,RepFincherTN08,RepFincherTN08,128861763849209,CongressmanFincher,UCDOY7qdLPB7nQuQSWrQPalw,F000458,02064,N00031141,,9268967,412479,124659,,gIQAnqGVKP,21181,Stephen Fincher
Fitzpatrick,Michael,1963-06-28,M,rep,PA,Republican,http://fitzpatrick.house.gov,2400 Rayburn HOB; Washington DC 20515-3808,202-225-4276,http://fitzpatrick.house.gov/contact-me/email-me,http://fitzpatrick.house.gov/rss.xml,RepFitzpatrick,RepFitzpatrick,132077153521454,RepFitzpatrickPA8,UCyhzr8XFw5gpQfDx63YI8_Q,F000451,01797,N00027229,,33378,400646,46971,,gIQApV5UKP,20524,Mike Fitzpatrick
Flake,Jeff,1962-12-31,M,sen,AZ,Republican,http://www.flake.senate.gov,368 RUSSELL SENATE OFFICE BUILDING WASHINGTON DC 20510,202-224-4521,http://www.flake.senate.gov/contact.cfm,http://www.flake.senate.gov/public/index.cfm/rss/feed,jeffflake,senatorjeffflake,,flakeoffice,UCPSnRxko_G21KzwgXmOZaeQ,F000444,01633,N00009573,S358,87582,400134,28128,Jeff Flake,gIQAU2XIAP,20100,Jeff Flake
Fleischmann,Charles,1962-10-11,M,rep,TN,Republican,http://fleischmann.house.gov,230 Cannon HOB; Washington DC 20515-4203,202-225-3271,http://fleischmann.house.gov/contact-me/email-me,http://fleischmann.house.gov/rss.xml,RepChuck,repchuck,189998554345168,repchuck,UCTtRrJkM-R-f2K0byCMvHgw,F000459,02061,N00030815,,95146,412476,123456,,gIQAav8tKP,21178,Chuck Fleischmann
Fleming,John,1951-07-05,M,rep,LA,Republican,http://fleming.house.gov,416 Cannon HOB; Washington DC 20515-1804,202-225-2777,https://fleming.house.gov/contact/contactform.htm,http://fleming.house.gov/news/rss.aspx,RepFleming,repjohnfleming,372154186772,larep04,UCLr9rukyGH_m3fNkpYc4djg,F000456,01924,N00029679,,1031345,412275,108811,John Fleming (Louisiana),gIQARR2pAP,20918,John Fleming (U.S. politician)
Flores,Bill,1954-02-25,M,rep,TX,Republican,http://flores.house.gov,1030 Longworth HOB; Washington DC 20515-4317,202-225-6105,http://flores.house.gov/contact/,http://flores.house.gov/common/rss//index.cfm?rss=25,RepBillFlores,RepBillFlores,146176682102245,RepBillFlores,UCA7MgQ_ccBlCqoxV56B6nmA,F000461,02065,N00031545,,623540,412480,116906,,gIQA9K9UKP,21182,Bill Flores
Forbes,J.,1952-02-17,M,rep,VA,Republican,http://forbes.house.gov/,2135 Rayburn HOB; Washington DC 20515-4604,202-225-6365,http://forbes.house.gov/contact/zipauth.htm,http://forbes.house.gov/news/rss.aspx,Randy_Forbes,randyforbes,356330225020,RepRandyForbes,UCf1z2I7fvtDFTTiV1962Olw,F000445,01683,N00013799,,89584,400137,5146,Randy Forbes,gIQAqP2pAP,20143,Randy Forbes
Fortenberry,Jeff,1960-12-27,M,rep,NE,Republican,http://fortenberry.house.gov,1514 Longworth HOB; Washington DC 20515-2701,202-225-4806,http://fortenberry.house.gov/index.php?option=com_content&amp;view=article&amp;id=3374&amp;Itemid=72,http://fortenberry.house.gov/index.php?format=feed&amp;type=rss,JeffFortenberry,jefffortenberry,48426842354,JeffFortenberry,UCbWUvw3gQhbFyJzt1Nh6cAA,F000449,01793,N00026631,,1013049,400640,41929,Jeff Fortenberry,gIQAfqrHAP,20518,Jeff Fortenberry
Foxx,Virginia,1943-06-29,F,rep,NC,Republican,http://foxx.house.gov,2350 Rayburn HOB; Washington DC 20515-3305,202-225-2071,http://www.house.gov/formfoxx/IMA/issue_subscribe.htm,http://foxx.house.gov/common/rss/?rss=55,virginiafoxx,RepVirginiaFoxx,,repvirginiafoxx,UCggineJcxJn80TRXxdQbx6w,F000450,01791,N00026166,,1013052,400643,6051,Virginia Foxx,gIQARSNqAP,20521,Virginia Foxx
Franks,Trent,1957-06-19,M,rep,AZ,Republican,http://franks.house.gov/,2435 Rayburn HOB; Washington DC 20515-0302,202-225-4576,http://franks.house.gov/contact-me/email-me,http://franks.house.gov/rss.xml,RepTrentFranks,TrentFranks,209486545087,,,F000448,01707,N00006423,,1003550,400141,28399,Trent Franks,gIQAbTtMAP,20304,Trent Franks
Frelinghuysen,Rodney,1946-04-29,M,rep,NJ,Republican,http://frelinghuysen.house.gov,2306 Rayburn HOB; Washington DC 20515-3011,202-225-5034,http://frelinghuysen.house.gov/contactus/form.cfm,http://frelinghuysen.house.gov/common/rss/?rss=3,USRepRodney,rfrelinghuysen,,RepFrelinghuysen,UCePp5KwEKTtu3GM6gkVIkmg,F000372,00414,N00000684,,37781,400142,22177,,gIQAFP2pAP,29541,Rodney Frelinghuysen
Fudge,Marcia,1952-10-29,F,rep,OH,Democrat,http://fudge.house.gov,2344 Rayburn HOB; Washington DC 20515-3511,202-225-7032,http://fudge.house.gov/press-contacts/,http://fudge.house.gov/common/rss//index.cfm?rss=25,RepMarciaFudge,RepMarciaLFudge,279006440801,marcialfudge,UClmYIIhIcL-WwtBAy1Dhokg,F000455,01895,N00030490,,1030928,412327,110640,Marcia L. Fudge,gIQAjN2pAP,20941,Marcia Fudge
Garamendi,John,1945-01-24,M,rep,CA,Democrat,http://garamendi.house.gov,2438 Rayburn HOB; Washington DC 20515-0510,202-225-1880,http://garamendi.house.gov/contact-me/email-me,http://garamendi.house.gov/rss.xml,RepGaramendi,repgaramendi,182567716746,garamendiCA10,UCRym1qsO72C39gX6pBu4icg,G000559,01973,N00030856,,18413,412382,29664,,gIQAZT3s6O,20958,John Garamendi
Gardner,Cory,1974-08-22,M,rep,CO,Republican,http://gardner.house.gov,213 Cannon HOB; Washington DC 20515-0604,202-225-4676,http://gardner.house.gov/contact-me,http://gardner.house.gov/rss.xml,repcorygardner,CongressmanGardner,160924893954206,CongressmanGardner,UC1-BXolBAZvDUSNZJCSsrTA,G000562,01998,N00030780,,623308,412406,30004,Cory Gardner,gIQAAaFWKP,21112,Cory Gardner
Garrett,Scott,1959-07-09,M,rep,NJ,Republican,http://garrett.house.gov,2232 Rayburn HOB; Washington DC 20515-3005,202-225-4465,http://garrett.house.gov/contact-me/email-me,http://garrett.house.gov/rss.xml,repgarrett,repscottgarrett,6756553401,repscottgarrett,UC5DG4Otnhpd3ZnUiEairZTg,G000548,01737,N00000743,,1003601,400145,4430,Scott Garrett,gIQAutKHAP,20336,Scott Garrett
Gerlach,Jim,1955-02-25,M,rep,PA,Republican,http://gerlach.house.gov,2442 Rayburn HOB; Washington DC 20515-3806,202-225-4315,http://www.house.gov/writerep,http://gerlach.house.gov/news/rss.aspx,JimGerlach,RepJimGerlach,123113211050305,RepJimGerlach,UCvkhFIH9iNg5EYq5UTLDDNw,G000549,01743,N00025025,,1003611,400147,5226,Jim Gerlach,gIQAqIxpAP,20345,Jim Gerlach
Gibbs,Bob,1954-06-14,M,rep,OH,Republican,http://gibbs.house.gov,329 Cannon HOB; Washington DC 20515-3518,202-225-6265,http://gibbs.house.gov/contact-me/email-me,http://gibbs.house.gov/rss.xml,repbobgibbs,RepBobGibbs,191159267565100,RepBobGibbs,UC4J-kVbeE32Up-b_wTLEUmA,G000563,02049,N00031128,,1033844,412463,45466,Bob Gibbs,gIQAlN3VKP,21165,Bob Gibbs
Gibson,Christopher,1964-05-13,M,rep,NY,Republican,http://gibson.house.gov,1708 Longworth HOB; Washington DC 20515-3220,202-225-5614,http://gibson.house.gov/contact/,http://gibson.house.gov/news/rss.aspx,RepChrisGibson,RepChrisGibson,190238567659779,repchrisgibson,UCby83MnVnhenAV8F7vZkf-w,G000564,02043,N00031998,,1033827,412453,127042,,gIQAHlhZKP,21156,Chris Gibson (New York politician)
Gingrey,Phil,1942-07-10,M,rep,GA,Republican,http://gingrey.house.gov/,442 Cannon HOB; Washington DC 20515-1011,202-225-2931,http://www.house.gov/formgingrey/IMA/issue.htm,http://gingrey.house.gov/news/rss.aspx,RepPhilGingrey,RepPhilGingrey,6934467868,RepPhilGingrey,UCpBGmsOYHKE8uDPCaVZC9yg,G000550,01720,N00024760,,1003565,400151,17644,,gIQAq9iGAP,20319,Phil Gingrey
Gohmert,Louie,1953-08-18,M,rep,TX,Republican,http://gohmert.house.gov,2243 Rayburn HOB; Washington DC 20515-4301,202-225-3035,http://gohmert.house.gov/contact/,http://gohmert.house.gov/news/rss.aspx,replouiegohmert,50375006903,50375006903,GohmertTX01,UC0HMa6X3iMhMq96kkRLLTog,G000552,01801,N00026148,,1011394,400651,50029,Louie Gohmert,gIQA0GxpAP,20527,Louie Gohmert
Goodlatte,Bob,1952-09-22,M,rep,VA,Republican,http://goodlatte.house.gov/,2309 Rayburn HOB; Washington DC 20515-4606,202-225-5431,http://goodlatte.house.gov/contacts/new,http://goodlatte.house.gov/press_releases.rss,RepGoodlatte,BobGoodlatte,6459789414,RepBobGoodlatte,UCvjZ1XhXidxiyfm2ICEbNKg,G000289,00446,N00009154,,27025,400154,27116,Bob Goodlatte,gIQACAHpAP,39308,Bob Goodlatte
Gosar,Paul,1958-11-22,M,rep,AZ,Republican,http://gosar.house.gov,504 Cannon HOB; Washington DC 20515-0301,202-225-2315,http://gosar.house.gov/contact-me/email-me,http://gosar.house.gov/rss.xml,RepGosar,repgosar,104329699641957,repgosar,UC5orqw_9acsKWSRbrqTDXBw,G000565,01992,N00030771,,62470,412397,123491,Paul Gosar,gIQAzppVKP,21103,Paul Gosar
Gowdy,Trey,1964-08-22,M,rep,SC,Republican,http://gowdy.house.gov,1404 Longworth HOB; Washington DC 20515-4004,202-225-6030,http://gowdy.house.gov/contact/,http://gowdy.house.gov/news/rss.aspx,tgowdysc,143059759084016,143059759084016,TGowdySC,UCVvxvugtuNZSygB4z4aVfsg,G000566,02058,N00030880,,9268950,412473,121782,Trey Gowdy,gIQAAozZKP,21175,Trey Gowdy
